"Gene ID","source_id","Organism","Product Description","Gene Type","Input ID","Gene Name or Symbol","gene_source_id"
"Tb927.11.2210","Tb927.11.2210:mRNA","T. brucei brucei TREU927","diacylglycerol acyltransferase, putative","protein coding","Tb927.11.2210","null","Tb927.11.2210"
"Tb927.11.2230","Tb927.11.2230:mRNA","T. brucei brucei TREU927","carnitine O-acetyltransferase, putative","protein coding","Tb927.11.2230","CAT","Tb927.11.2230"
"Tb927.11.2250","Tb927.11.2250:mRNA","T. brucei brucei TREU927","conserved protein, unknown function","protein coding","Tb927.11.2250","null","Tb927.11.2250"
"Tb927.11.2260","Tb927.11.2260:mRNA","T. brucei brucei TREU927","Eukaryotic translation initiation factor 4E-1","protein coding","Tb927.11.2260","EIF4E1","Tb927.11.2260"
"Tb927.11.2270","Tb927.11.2270:mRNA","T. brucei brucei TREU927","inner dynein arm I1 intermediate chain, axonemal","protein coding","Tb927.11.2270","IC140","Tb927.11.2270"
"Tb927.11.2290","Tb927.11.2290:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2290","null","Tb927.11.2290"
"Tb927.11.230","Tb927.11.230:mRNA","T. brucei brucei TREU927","cleavage and polyadenylation specificity factor subunit 2","protein coding","Tb927.11.230","CPSF100","Tb927.11.230"
"Tb927.11.2300","Tb927.11.2300:mRNA","T. brucei brucei TREU927","eukaryotic peptide chain release factor subunit 1, putative","protein coding","Tb927.11.2300","ERF1","Tb927.11.2300"
"Tb927.11.2310","Tb927.11.2310.1:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2310","null","Tb927.11.2310"
"Tb927.11.2310","Tb927.11.2310.2:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2310","null","Tb927.11.2310"
"Tb927.11.2320","Tb927.11.2320:mRNA","T. brucei brucei TREU927","Hereditary spastic paraplegia protein strumpellin, putative","protein coding","Tb927.11.2320","null","Tb927.11.2320"
"Tb927.11.2330","Tb927.11.2330:mRNA","T. brucei brucei TREU927","molybdopterin synthase sulphurylase protein, putative","protein coding","Tb927.11.2330","null","Tb927.11.2330"
"Tb927.11.2340","Tb927.11.2340:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2340","null","Tb927.11.2340"
"Tb927.11.2350","Tb927.11.2350:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2350","null","Tb927.11.2350"
"Tb927.11.2360","Tb927.11.2360:mRNA","T. brucei brucei TREU927","phenylalanyl-tRNA synthetase (beta subunit), putative","protein coding","Tb927.11.2360","null","Tb927.11.2360"
"Tb927.11.2370","Tb927.11.2370:mRNA","T. brucei brucei TREU927","mRNA export factor MEX67","protein coding","Tb927.11.2370","MEX67","Tb927.11.2370"
"Tb927.11.240","Tb927.11.240:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.240","null","Tb927.11.240"
"Tb927.11.2410","Tb927.11.2410:mRNA","T. brucei brucei TREU927","Flabarin, putative","protein coding","Tb927.11.2410","null","Tb927.11.2410"
"Tb927.11.2420","Tb927.11.2420:mRNA","T. brucei brucei TREU927","Tubulin-tyrosine ligase family, putative","protein coding","Tb927.11.2420","null","Tb927.11.2420"
"Tb927.11.2430","Tb927.11.2430:mRNA","T. brucei brucei TREU927","Cytoplasmic dynein 2 heavy chain (DYNC2H2), putative","protein coding","Tb927.11.2430","DYNC2H2","Tb927.11.2430"
"Tb927.11.2440","Tb927.11.2440:mRNA","T. brucei brucei TREU927","Tubulin cofactor C domain-containing protein 1","protein coding","Tb927.11.2440","TBCCD1","Tb927.11.2440"
"Tb927.11.2460","Tb927.11.2460:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2460","null","Tb927.11.2460"
"Tb927.11.2470","Tb927.11.2470:mRNA","T. brucei brucei TREU927","metallo-peptidase, Clan MF, Family M17","protein coding","Tb927.11.2470","null","Tb927.11.2470"
"Tb927.11.2500","Tb927.11.2500:mRNA","T. brucei brucei TREU927","Metallocarboxypeptidase 1","protein coding","Tb927.11.2500","MCP1","Tb927.11.2500"
"Tb927.11.2510","Tb927.11.2510:mRNA","T. brucei brucei TREU927","NUC173 domain containing protein, putative","protein coding","Tb927.11.2510","null","Tb927.11.2510"
"Tb927.11.2520","Tb927.11.2520:mRNA","T. brucei brucei TREU927","UDP-n-acetylglucosamine pyrophosphorylase","protein coding","Tb927.11.2520","UAP","Tb927.11.2520"
"Tb927.11.2540","Tb927.11.2540:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2540","null","Tb927.11.2540"
"Tb927.11.2560","Tb927.11.2560:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2560","null","Tb927.11.2560"
"Tb927.11.2570","Tb927.11.2570:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2570","null","Tb927.11.2570"
"Tb927.11.2580","Tb927.11.2580:mRNA","T. brucei brucei TREU927","Present in the outer mitochondrial membrane proteome 11","protein coding","Tb927.11.2580","POMP11","Tb927.11.2580"
"Tb927.11.2590","Tb927.11.2590:mRNA","T. brucei brucei TREU927","Flagellum attachment zone protein 12","protein coding","Tb927.11.2590","FAZ12","Tb927.11.2590"
"Tb927.11.2610","Tb927.11.2610:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2610","null","Tb927.11.2610"
"Tb927.11.2620","Tb927.11.2620:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2620","null","Tb927.11.2620"
"Tb927.11.2630","Tb927.11.2630:mRNA","T. brucei brucei TREU927","diphthamide biosynthesis enzyme Dph1/Dph2 domain containing protein, putative","protein coding","Tb927.11.2630","null","Tb927.11.2630"
"Tb927.11.2640","Tb927.11.2640:mRNA","T. brucei brucei TREU927","Nucleolar protein 53","protein coding","Tb927.11.2640","NOP53","Tb927.11.2640"
"Tb927.11.2650","Tb927.11.2650:mRNA","T. brucei brucei TREU927","heat shock protein 84, putative","protein coding","Tb927.11.2650","null","Tb927.11.2650"
"Tb927.11.2670","Tb927.11.2670:mRNA","T. brucei brucei TREU927","Nucleoporin NUP59","protein coding","Tb927.11.2670","NUP59","Tb927.11.2670"
"Tb927.11.2680","Tb927.11.2680:mRNA","T. brucei brucei TREU927","ATP synthase regulation protein NCA2, putative","protein coding","Tb927.11.2680","null","Tb927.11.2680"
"Tb927.11.2690","Tb927.11.2690:mRNA","T. brucei brucei TREU927","Succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial","protein coding","Tb927.11.2690","ASCT","Tb927.11.2690"
"Tb927.11.270","Tb927.11.270:mRNA","T. brucei brucei TREU927","mitochondrial carrier protein","protein coding","Tb927.11.270","MCP10","Tb927.11.270"
"Tb927.11.2700","Tb927.11.2700:mRNA","T. brucei brucei TREU927","Basal body protein","protein coding","Tb927.11.2700","BBP69","Tb927.11.2700"
"Tb927.11.2710","Tb927.11.2710:mRNA","T. brucei brucei TREU927","Cell division cycle 45","protein coding","Tb927.11.2710","CDC45","Tb927.11.2710"
"Tb927.11.2720","Tb927.11.2720:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2720","null","Tb927.11.2720"
"Tb927.11.2750","Tb927.11.2750:mRNA","T. brucei brucei TREU927","Present in the outer mitochondrial membrane proteome 12","protein coding","Tb927.11.2750","POMP12","Tb927.11.2750"
"Tb927.11.2760","Tb927.11.2760:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2760","null","Tb927.11.2760"
"Tb927.11.2790","Tb927.11.2790:mRNA","T. brucei brucei TREU927","Solute carrier (proton/amino acid symporter), TRAMD3 or PAT1, putative","protein coding","Tb927.11.2790","null","Tb927.11.2790"
"Tb927.11.280","Tb927.11.280:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.280","null","Tb927.11.280"
"Tb927.11.2810","Tb927.11.2810.1:mRNA","T. brucei brucei TREU927","Protein of unknown function (DUF3773), putative","protein coding","Tb927.11.2810","null","Tb927.11.2810"
"Tb927.11.2810","Tb927.11.2810.2:mRNA","T. brucei brucei TREU927","Protein of unknown function (DUF3773), putative","protein coding","Tb927.11.2810","null","Tb927.11.2810"
"Tb927.11.2820","Tb927.11.2820:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2820","null","Tb927.11.2820"
"Tb927.11.2830","Tb927.11.2830:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2830","null","Tb927.11.2830"
"Tb927.11.2840","Tb927.11.2840:mRNA","T. brucei brucei TREU927","magnesium-dependent phosphatase-1/HAD phosphatase, family IIIC, putative","protein coding","Tb927.11.2840","null","Tb927.11.2840"
"Tb927.11.2860","Tb927.11.2860:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2860","null","Tb927.11.2860"
"Tb927.11.2880","Tb927.11.2880:mRNA","T. brucei brucei TREU927","kinesin, putative","protein coding","Tb927.11.2880","KIN-A","Tb927.11.2880"
"Tb927.11.2890","Tb927.11.2890:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2890","null","Tb927.11.2890"
"Tb927.11.2910","Tb927.11.2910:mRNA","T. brucei brucei TREU927","phosphoglycerate mutase, putative","protein coding","Tb927.11.2910","iPGAM","Tb927.11.2910"
"Tb927.11.2920","Tb927.11.2920:mRNA","T. brucei brucei TREU927","glycerolphosphate mutase, putative","protein coding","Tb927.11.2920","null","Tb927.11.2920"
"Tb927.11.2930","Tb927.11.2930:mRNA","T. brucei brucei TREU927","membrane-associated protein, putative","protein coding","Tb927.11.2930","null","Tb927.11.2930"
"Tb927.11.2940","Tb927.11.2940:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2940","null","Tb927.11.2940"
"Tb927.11.2950","Tb927.11.2950:mRNA","T. brucei brucei TREU927","Nucleoporin NUP89","protein coding","Tb927.11.2950","NUP89","Tb927.11.2950"
"Tb927.11.2960","Tb927.11.2960:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2960","null","Tb927.11.2960"
"Tb927.11.2980","Tb927.11.2980:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.2980","null","Tb927.11.2980"
"Tb927.11.300","Tb927.11.300:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.300","null","Tb927.11.300"
"Tb927.11.3010","Tb927.11.3010:mRNA","T. brucei brucei TREU927","ribonuclease P","protein coding","Tb927.11.3010","PRORP2","Tb927.11.3010"
"Tb927.11.3030","Tb927.11.3030:mRNA","T. brucei brucei TREU927","phosphoribosylpyrophosphate synthetase, putative","protein coding","Tb927.11.3030","PRS","Tb927.11.3030"
"Tb927.11.3070","Tb927.11.3070:mRNA","T. brucei brucei TREU927","ribosome assembly protein RRB1, putative","protein coding","Tb927.11.3070","RRB1","Tb927.11.3070"
"Tb927.11.3080","Tb927.11.3080:mRNA","T. brucei brucei TREU927","vesicular protein trafficking mediator, putative","protein coding","Tb927.11.3080","null","Tb927.11.3080"
"Tb927.11.3090","Tb927.11.3090:mRNA","T. brucei brucei TREU927","LisH domain-containing protein FOPNL, putative","protein coding","Tb927.11.3090","FOPNL","Tb927.11.3090"
"Tb927.11.310","Tb927.11.310:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.310","null","Tb927.11.310"
"Tb927.11.3130","Tb927.11.3130:mRNA","T. brucei brucei TREU927","glycosomal transporter (GAT2)","protein coding","Tb927.11.3130","GAT2","Tb927.11.3130"
"Tb927.11.3140","Tb927.11.3140:mRNA","T. brucei brucei TREU927","dual specificity tyrosine-phosphorylation-regulated kinase 2, putative","protein coding","Tb927.11.3140","DYRK2","Tb927.11.3140"
"Tb927.11.3150","Tb927.11.3150:mRNA","T. brucei brucei TREU927","conserved protein","protein coding","Tb927.11.3150","null","Tb927.11.3150"
"Tb927.11.3170","Tb927.11.3170:mRNA","T. brucei brucei TREU927","Der1-like family, putative","protein coding","Tb927.11.3170","null","Tb927.11.3170"
"Tb927.11.3200","Tb927.11.3200:mRNA","T. brucei brucei TREU927","Histone methylation protein DOT1, putative","protein coding","Tb927.11.3200","null","Tb927.11.3200"
"Tb927.11.3230","Tb927.11.3230:mRNA","T. brucei brucei TREU927","60S ribosomal protein L44","protein coding","Tb927.11.3230","null","Tb927.11.3230"
"Tb927.11.3240","Tb927.11.3240:mRNA","T. brucei brucei TREU927","T-complex protein 1, zeta subunit, putative","protein coding","Tb927.11.3240","TCP-1-zeta","Tb927.11.3240"
"Tb927.11.3250","Tb927.11.3250:mRNA","T. brucei brucei TREU927","dynein heavy chain, putative","protein coding","Tb927.11.3250","null","Tb927.11.3250"
"Tb927.11.3260","Tb927.11.3260:mRNA","T. brucei brucei TREU927","mitochondrial DNA polymerase I protein D, putative","protein coding","Tb927.11.3260","POLID","Tb927.11.3260"
"Tb927.11.3280","Tb927.11.3280:mRNA","T. brucei brucei TREU927","Kinesin-13 5, putative","protein coding","Tb927.11.3280","KIN13-5","Tb927.11.3280"
"Tb927.11.3290","Tb927.11.3290:mRNA","T. brucei brucei TREU927","Tripartite attachment complex protein 166","protein coding","Tb927.11.3290","p166","Tb927.11.3290"
"Tb927.11.3300","Tb927.11.3300:mRNA","T. brucei brucei TREU927","Spindle assembly abnormal 4","protein coding","Tb927.11.3300","SAS-4","Tb927.11.3300"
"Tb927.11.3310","Tb927.11.3310:mRNA","T. brucei brucei TREU927","ubiquitin-conjugating enzyme, putative","protein coding","Tb927.11.3310","null","Tb927.11.3310"
"Tb927.11.3370","Tb927.11.3370:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.11.3370","null","Tb927.11.3370"
"Tb927.11.3390","Tb927.11.3390:mRNA","T. brucei brucei TREU927","Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative","protein coding","Tb927.11.3390","null","Tb927.11.3390"
"Tb927.11.3420","Tb927.11.3420:mRNA","T. brucei brucei TREU927","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.11.3420","null","Tb927.11.3420"
"Tb927.11.3430","Tb927.11.3430:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3430","null","Tb927.11.3430"
"Tb927.11.3450","Tb927.11.3450:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3450","null","Tb927.11.3450"
"Tb927.11.3460","Tb927.11.3460:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3460","null","Tb927.11.3460"
"Tb927.11.3480","Tb927.11.3480:mRNA","T. brucei brucei TREU927","Sin-like protein conserved region, putative","protein coding","Tb927.11.3480","null","Tb927.11.3480"
"Tb927.11.3490","Tb927.11.3490:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3490","null","Tb927.11.3490"
"Tb927.11.3500","Tb927.11.3500:mRNA","T. brucei brucei TREU927","Dpy-30 motif containing protein, putative","protein coding","Tb927.11.3500","null","Tb927.11.3500"
"Tb927.11.3540","Tb927.11.3540:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3540","null","Tb927.11.3540"
"Tb927.11.3550","Tb927.11.3550:mRNA","T. brucei brucei TREU927","XPA-interacting protein, putative","protein coding","Tb927.11.3550","null","Tb927.11.3550"
"Tb927.11.3600","Tb927.11.3600:mRNA","T. brucei brucei TREU927","40S ribosomal protein S4, putative","protein coding","Tb927.11.3600","null","Tb927.11.3600"
"Tb927.11.3610","Tb927.11.3610:mRNA","T. brucei brucei TREU927","nucleobase/nucleoside transporter 8.1","protein coding","Tb927.11.3610","NT8.1","Tb927.11.3610"
"Tb927.11.3620","Tb927.11.3620:mRNA","T. brucei brucei TREU927","nucleobase/nucleoside transporter 8.2","protein coding","Tb927.11.3620","NT8.2","Tb927.11.3620"
"Tb927.11.3630","Tb927.11.3630:mRNA","T. brucei brucei TREU927","nucleobase/nucleoside transporter 8.3","protein coding","Tb927.11.3630","NT8.3","Tb927.11.3630"
"Tb927.11.3640","Tb927.11.3640:mRNA","T. brucei brucei TREU927","Mitochondrial ribosomal protein L27","protein coding","Tb927.11.3640","MRPL27","Tb927.11.3640"
"Tb927.11.3650","Tb927.11.3650:mRNA","T. brucei brucei TREU927","adenylosuccinate synthetase, putative","protein coding","Tb927.11.3650","null","Tb927.11.3650"
"Tb927.11.3690","Tb927.11.3690:mRNA","T. brucei brucei TREU927","Alpha/beta hydrolase family, putative","protein coding","Tb927.11.3690","null","Tb927.11.3690"
"Tb927.11.3710","Tb927.11.3710:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3710","null","Tb927.11.3710"
"Tb927.11.3720","Tb927.11.3720:mRNA","T. brucei brucei TREU927","Ring finger domain containing protein, putative","protein coding","Tb927.11.3720","null","Tb927.11.3720"
"Tb927.11.3730","Tb927.11.3730:mRNA","T. brucei brucei TREU927","leucyl-tRNA synthetase, putative","protein coding","Tb927.11.3730","LeuRS","Tb927.11.3730"
"Tb927.11.3740","Tb927.11.3740:mRNA","T. brucei brucei TREU927","proteasome regulatory ATPase subunit 2","protein coding","Tb927.11.3740","RPT2","Tb927.11.3740"
"Tb927.11.3750","Tb927.11.3750:mRNA","T. brucei brucei TREU927","NADH-cytochrome b5 reductase, putative","protein coding","Tb927.11.3750","B5R","Tb927.11.3750"
"Tb927.11.3760","Tb927.11.3760:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.11.3760","null","Tb927.11.3760"
"Tb927.11.3770","Tb927.11.3770:mRNA","T. brucei brucei TREU927","Dpy-30 motif containing protein, putative","protein coding","Tb927.11.3770","null","Tb927.11.3770"
"Tb927.11.3780","Tb927.11.3780:mRNA","T. brucei brucei TREU927","subtilisin peptidase","protein coding","Tb927.11.3780","null","Tb927.11.3780"
"Tb927.11.3790","Tb927.11.3790:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3790","null","Tb927.11.3790"
"Tb927.11.3830","Tb927.11.3830:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3830","null","Tb927.11.3830"
"Tb927.11.3840","Tb927.11.3840:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3840","null","Tb927.11.3840"
"Tb927.11.3850","Tb927.11.3850:mRNA","T. brucei brucei TREU927","AMP deaminase, putative","protein coding","Tb927.11.3850","null","Tb927.11.3850"
"Tb927.11.3860","Tb927.11.3860:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.3860","null","Tb927.11.3860"
